,User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription
986,#987,54,Male,Rural,56788,Technology,28,9,175,2615,Home & Kitchen,77,29,False
987,#988,28,Female,Suburban,95749,Sports,3,5,77,1538,Electronics,488,6,True
988,#989,53,Male,Rural,81049,Food,14,8,190,4264,Books,131,25,True
989,#990,30,Female,Rural,82493,Technology,8,6,42,3643,Apparel,579,24,False
990,#991,60,Male,Rural,56027,Food,24,9,80,3275,Apparel,455,25,False
991,#992,20,Male,Rural,113547,Technology,27,9,65,1881,Home & Kitchen,163,16,False
992,#993,50,Male,Urban,62849,Sports,28,8,114,2363,Apparel,15,16,False
993,#994,23,Male,Suburban,120127,Sports,1,3,110,2069,Apparel,232,6,False
994,#995,27,Female,Rural,37858,Travel,10,1,60,311,Apparel,195,37,False
995,#996,22,Male,Urban,104162,Technology,18,7,83,607,Apparel,542,21,False
996,#997,40,Male,Urban,99003,Travel,16,3,180,431,Apparel,359,4,True
997,#998,27,Female,Urban,72395,Technology,8,8,130,650,Books,331,34,False
998,#999,61,Male,Rural,59758,Travel,1,3,152,1041,Electronics,427,28,True
999,#1000,19,Male,Rural,74312,Sports,12,7,175,827,Health & Beauty,497,38,True
